CLUSTER_APTA,RAIL_FLAG,Year,CBSA,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_FARE_TOTAL,Bus_FARE_TOTAL_diff,Bus_FARE_TOTAL_log,PCT_Bus_FARE_TOTAL_rel_diff,Bus_FARE_TOTAL_scale,Bus_FARE_per_UPT_2018,Bus_FARE_per_UPT_2018_diff,Bus_FARE_per_UPT_2018_log,PCT_Bus_FARE_per_UPT_2018_rel_diff,Bus_FARE_per_UPT_2018_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_FARE_TOTAL,Rail_FARE_TOTAL_diff,Rail_FARE_TOTAL_log,PCT_Rail_FARE_TOTAL_rel_diff,Rail_FARE_TOTAL_scale,Rail_FARE_per_UPT_2018,Rail_FARE_per_UPT_2018_diff,Rail_FARE_per_UPT_2018_log,PCT_Rail_FARE_per_UPT_2018_rel_diff,Rail_FARE_per_UPT_2018_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_GT,CLUSTER_APTA_HML,BUS_FLAG,POP_EMP,HH_EMP,TSD_POP_PCT,YEARS_SINCE_2002,YEARS_2002_2010,YEARS_AFTER_2010,YEARS_2002_2014,YEARS_AFTER_2014,YEARS_SINCE_2002_BUS,YEARS_SINCE_2002_RAIL,YEARS_2002_2010_BUS,YEARS_AFTER_2010_BUS,YEARS_2002_2010_RAIL,YEARS_AFTER_2010_RAIL,YEARS_2002_2014_BUS,YEARS_AFTER_2014_BUS,YEARS_2002_2014_RAIL,YEARS_AFTER_2014_RAIL
10,0,2012,623960,3804614234.3599997,1115131425.21,3804614234.3599997,1115131425.21,96863582.784,4294835840.0,20.590011997999994,70607244291,113066981.0,58517176.0,27554624.0,1882579.0,609515.0,566412.0,771751.0,111128476.0,0.0,0.0,0.0,468.69999999999993,1283.2000000000003,248.10000000000002,40472046.0,5262491.0,13930609.0,14342584.0,4894652.0,2041710.0,200.85000000000005,1259927.0,1711535.0,576.7,838.2999999999998,585.0,4649464.33,53299772.760000005,57949237.10000001,153.67,1846.33,75.42000000000002,3143763.2000000007,42867575.0,242.52999999999997,21.8,40242,14,8,4681371065.340001,664371.3500000001,617389.0800000001,841208.5899999999,1373320.43,1865573.1500000001,82.20779999999998,22.443113077000003,0,0,0,36252.0,0.0,5.0,0,0,0,3804614234.3599997,39364834.64999999,0.19061768199999998,20.927693108000003,69602040,1115131425.21,-15831054.86,-0.3215796750000001,-31.247448737000003,-43300790.0,96863582.784,-161409.79400000008,0.050420730000000004,5.427715635,-1216805.0,4294835840.0,122598000.0,0.8040314080000002,83.65738490000001,-96091000,22.443113078000003,0.11850526500000004,0.07039394700000007,10.980157733999999,-406.40052800000007,242.52999999999997,-4.760000000000001,-0.3714103710000001,-36.055910149000006,-440,0.0,0.0,0.0,0.0,-3977438400,0.0,0.0,0.0,0.0,5441914680,0.0,0.0,0.0,0.0,419357703.9999999,0.0,0.0,0.0,0.0,-97690847000,0.0,0.0,0.0,0.0,-473.79393199999987,0.0,0.0,0.0,0.0,-1240,81,20,20,166366753.76,93771818.76,7.4427299172085215,200,160,40,200,0,200,0,160,40,0,0,200,0,0,0
10,0,2013,623960,3804353559.4499993,1130601145.34,3804353559.4499993,1130601145.34,97457508.353,4471524132.0,21.276711316999997,70607244291,115024931.0,59690191.0,27863585.0,1974169.0,619696.0,571321.0,780608.0,112994544.0,271.3,165.3,1563.6000000000004,464.2,1279.9999999999998,255.79999999999998,41053734.0,5181649.0,14070596.0,14596670.0,5057929.0,2146890.0,195.74999999999997,1286977.0,1773453.0,564.8000000000001,830.7,604.4999999999999,4237473.8100000005,54102161.60000001,58339635.41,137.95,1862.0500000000004,72.94999999999999,3143763.2000000007,43306887.0,243.79000000000002,21.599999999999994,40242,16,22,4829246062.440001,669271.6799999999,617026.6799999999,843056.64,1389935.16,1915329.2399999998,78.78599999999999,22.97884822,0,0,0,36252.0,0.0,5.0,0,0,0,3804353559.4499993,-260674.91000000155,-0.017739495,-1.1753985899999988,69602040,1130601145.34,15469720.129999999,0.27669298,28.261086702000004,-43300790.0,97457508.353,593925.569,0.177400531,18.509817863000002,-1216805.0,4471524132.0,176688292.0,0.622683379,68.465894853,-96091000,22.97884822,0.535735142,0.45608976700000003,53.01641730800001,-406.40052800000007,243.79000000000002,1.2600000000000002,0.09803295699999998,10.271509577,-440,0.0,0.0,0.0,0.0,-3977438400,0.0,0.0,0.0,0.0,5441914680,0.0,0.0,0.0,0.0,419357703.9999999,0.0,0.0,0.0,0.0,-97690847000,0.0,0.0,0.0,0.0,-473.79393199999987,0.0,0.0,0.0,0.0,-1240,81,20,20,169127092.59999996,95155895.60000001,7.4127296009908035,220,160,60,220,0,220,0,160,60,0,0,220,0,0,0
10,0,2014,623960,3766792552.8300004,1136086560.1399999,3766792552.8300004,1136086560.1399999,98330203.91700001,4543116542.0,21.32905296399999,70607244291,116420172.0,60339944.0,27923315.0,2036255.0,637064.0,589062.0,802660.0,114379875.0,262.3,163.30000000000004,1574.3000000000002,459.7,1277.6,262.70000000000005,41459386.0,5225352.0,14055964.0,14762029.0,5169399.0,2246642.0,195.37,1332991.0,1827293.0,542.2,823.8000000000001,633.9999999999999,3552434.26,55227119.32,58779553.559999995,115.26999999999998,1884.73,70.47,3143763.2000000007,43829816.0,242.79000000000002,21.2,40242,20,38,4815703534.86,675287.8400000001,624405.72,850819.6000000001,1412970.46,1936930.5800000003,74.69819999999999,22.608796144,0,0,0,36252.0,0.0,10.0,0,0,0,3766792552.8300004,-37561006.62,0.04991084700000003,6.25338124,69602040,1136086560.1399999,5485414.8,0.11524744899999999,12.090038259999998,-43300790.0,98330203.91700001,872695.564,0.197348293,20.22812001,-1216805.0,4543116542.0,71592410.0,0.09035180899999998,12.117569076999999,-96091000,22.608796143,-0.370052077,-0.33340169900000005,-28.026142456,-406.40052800000007,242.79000000000002,-1.0,-0.08243128800000002,-8.043362809000001,-440,0.0,0.0,0.0,0.0,-3977438400,0.0,0.0,0.0,0.0,5441914680,0.0,0.0,0.0,0.0,419357703.9999999,0.0,0.0,0.0,0.0,-97690847000,0.0,0.0,0.0,0.0,-473.79393199999987,0.0,0.0,0.0,0.0,-1240,81,20,20,171647291.32000002,96686505.32,7.41262544482836,240,160,80,240,0,240,0,160,80,0,0,240,0,0,0
10,0,2015,623960,3671200076.3500004,1146856980.16,3671200076.3500004,1146856980.16,99723034.732,4531721538.0,21.848295415000003,70607244291,117616342.0,60567918.0,28195228.0,2118134.0,658006.0,609237.0,828432.0,115603935.0,246.7,156.39999999999998,1596.8000000000002,455.29999999999995,1275.0,269.7,41840164.0,5195454.0,14138788.0,14835743.0,5299670.0,2370509.0,192.86999999999998,1385863.0,1900741.0,517.5999999999999,816.5,665.9,3016249.98,56268712.42,59284962.44000001,97.91,1902.09,52.91,3143763.2000000007,44286133.0,241.70000000000002,21.2,40242,20,58,4803624830.66,697486.36,645791.2200000001,878137.92,1469014.78,2014785.4600000004,56.08459999999999,23.15919314,2386,0,0,36252.0,0.0,12.0,0,0,0,3671200076.3500004,-95592476.47999999,-0.427764242,-41.256117988,69602040,1146856980.16,10770420.02,0.422008868,43.678145437,-43300790.0,99723034.732,1392830.8150000002,0.5149658709999999,53.23716465500001,-1216805.0,4531721538.0,-11395004.0,0.045615034,6.023660191000001,-96091000,23.159193138,0.550396995,0.473379278,49.226937944999996,-406.40052800000007,241.70000000000002,-1.09,-0.090506033,-8.873529542,-440,0.0,0.0,0.0,0.0,-3977438400,0.0,0.0,0.0,0.0,5441914680,0.0,0.0,0.0,0.0,419357703.9999999,0.0,0.0,0.0,0.0,-97690847000,0.0,0.0,0.0,0.0,-473.79393199999987,0.0,0.0,0.0,0.0,-1240,81,20,20,173885054.41999996,98108876.42,7.415538307354958,260,160,100,240,20,260,0,160,100,0,0,240,20,0,0
10,0,2016,623960,3544334418.7400002,1155371309.8899999,3544334418.7400002,1155371309.8899999,101375800.18499999,4529227025.0,22.470310884999996,70607244291,118244007.0,60806784.0,28316404.0,2148893.0,679149.0,631053.0,861860.0,116206396.0,233.60000000000005,148.59999999999997,1617.7,452.80000000000007,1271.1,276.09999999999997,42193816.0,5140451.0,14030490.0,14996281.0,5487280.0,2539314.0,188.59000000000003,1448493.0,1982729.0,494.69999999999993,804.6,700.6999999999999,2790371.7399999998,57361888.58,60152260.33,89.95999999999998,1910.0399999999997,47.249999999999986,3143763.2000000007,44591819.0,238.87,21.000000000000007,40242,20,78,4755688376.05,713106.45,662605.65,904953.0000000001,1520917.6500000004,2081865.4500000002,49.61249999999999,23.593826431,3274,0,0,36252.0,0.0,15.0,0,0,0,3544334418.7400002,-126865657.61000001,-0.940345721,-90.664224358,69602040,1155371309.8899999,8514329.73,0.23783432100000002,24.371373834000003,-43300790.0,101375800.18499999,1652765.453,0.471594449,48.53197354,-1216805.0,4529227025.0,-2494513.0,-0.38387379000000005,-35.708615524,-96091000,23.593826431,0.434633293,0.36689705,39.336187226,-406.40052800000007,238.87,-2.83,-0.23495533,-23.075959957000002,-440,0.0,0.0,0.0,0.0,-3977438400,0.0,0.0,0.0,0.0,5441914680,0.0,0.0,0.0,0.0,419357703.9999999,0.0,0.0,0.0,0.0,-97690847000,0.0,0.0,0.0,0.0,-473.79393199999987,0.0,0.0,0.0,0.0,-1240,81,20,20,175605895.58000004,99555704.58,7.432167981870274,280,160,120,240,40,280,0,160,120,0,0,240,40,0,0
10,0,2017,623960,3385098332.6499996,1158103247.3600001,3385098332.6499996,1158103247.3600001,102626759.498,4391771144.0,22.374193316999996,70607244291,119441987.0,61427237.0,28428477.0,2207640.0,712638.0,657384.0,897356.0,117413516.0,219.50000000000003,143.59999999999997,1637.2,448.0,1268.0000000000002,284.0,42563854.0,5142218.0,14010853.0,15154587.0,5611051.0,2645145.0,185.58999999999997,1518923.0,2070725.0,468.99999999999994,791.4000000000001,739.5999999999999,2559965.6799999997,58405222.97999999,60965188.66,81.14000000000001,1918.86,53.04000000000002,3143763.2000000007,45066191.0,236.56000000000003,20.399999999999995,40242,20,98,4479606567.0,726890.76,670531.6799999999,915303.12,1549301.46,2112139.5,54.1008,22.821677181,3819,47,0,36252.0,0.0,16.0,0,0,0,3385098332.6499996,-159236086.08999997,-0.805691029,-77.573040419,69602040,1158103247.3600001,2731937.4699999997,0.20801839100000002,22.006003074,-43300790.0,102626759.498,1250959.3129999998,0.41309754499999995,42.56616914499999,-1216805.0,4391771144.0,-137455881.0,-0.9821540570000001,-94.20110302100001,-96091000,22.821677181,-0.77214925,-0.756213769,-72.60031440899999,-406.40052800000007,236.56000000000003,-2.31,-0.20505268299999996,-20.090679039,-440,0.0,0.0,0.0,0.0,-3977438400,0.0,0.0,0.0,0.0,5441914680,0.0,0.0,0.0,0.0,419357703.9999999,0.0,0.0,0.0,0.0,-97690847000,0.0,0.0,0.0,0.0,-473.79393199999987,0.0,0.0,0.0,0.0,-1240,81,20,20,177847209.98000002,100969076.97999999,7.435951289825944,300,160,140,240,60,300,0,160,140,0,0,240,60,0,0
10,0,2018,623960,3337754760.140001,1163943204.7699997,3337754760.140001,1163943204.7699997,103028785.68499999,4288055605.7000003,21.917699005000003,70607244291,120497388.25,61952293.25,28542825.75,2259390.0,743040.5,682586.25,932335.0,118469471.25,205.70000000000005,137.96,1657.1100000000001,443.83,1264.76,291.58000000000004,42929795.5,5129792.5,13969050.75,15313451.0,5750781.75,2766719.5,182.43,1587403.0,2157219.0,444.06,778.5899999999999,777.51,2329054.71,59238540.179999985,61567594.93000001,73.00000000000001,1927.0,59.949999999999996,0.0,45498391.5,237.03000000000003,20.0,40242,20,118,4288055605.7000003,743040.5,682586.25,932335.0,1587403.0,2157219.0,59.949999999999996,21.917699005000003,4182,49,66,36252.0,0.0,18.0,1668,1605,1440,3337754760.140001,-47343572.510000005,-0.42704713999999994,-40.61812003799999,69602040,1163943204.7699997,5839957.41,0.19768934,20.300160484,-43300790.0,103028785.68499999,402026.187,0.16648075899999998,17.414141421,-1216805.0,4288055605.7000003,-103715538.30000001,-0.9149504579999999,-87.90469975300002,-96091000,21.917699005000003,-0.903978176,-0.8839558619999999,-84.589671112,-406.40052800000007,237.03000000000003,0.47000000000000003,0.031843089,3.4534822400000005,-440,0.0,0.0,0.0,0.0,-3977438400,0.0,0.0,0.0,0.0,5441914680,0.0,0.0,0.0,0.0,419357703.9999999,0.0,0.0,0.0,0.0,-97690847000,0.0,0.0,0.0,0.0,-473.79393199999987,0.0,0.0,0.0,0.0,-1240,81,20,20,179735928.43,102168335.67999999,7.442935793753527,320,160,160,240,80,320,0,160,160,0,0,240,80,0,0
10,1,2002,526020,3347308765.0550003,849395439.6047,3347308765.0550003,849395439.6047,19975780.2978,4130819168.0,17.431175280000005,60691764513,85189916.76499999,43653471.798999995,21180018.9535,1512364.7344900002,496628.06253999996,485142.96879,602467.0313,88441094.69,190.57,129.64999999999998,1378.57,463.96000000000004,1067.02,169.01999999999998,33755029.120000005,4766360.9399999995,11102721.08,12294118.82,3972990.1800000006,1618838.11,177.69,803789.4219200001,1070196.64066,624.3399999999999,785.9700000000001,289.71,2837540.68,44304818.89999999,47142359.589999996,101.69999999999997,1598.3,24.11,0.0,41202002.0,450.94,23.799999999999994,34204,0,0,5783146835.0,695279.28754,679200.1562900001,843453.8437999999,1125305.19067,1498275.29695,33.754000000000005,24.403645391999998,0,0,0,30216.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,59161734,0.0,0.0,0.0,0.0,-36805671.5,0.0,0.0,0.0,0.0,-1034284.25,0.0,0.0,0.0,0.0,-81677350,0.0,0.0,0.0,0.0,-345.4404488,0.0,0.0,0.0,0.0,-374,3347308765.0550003,0.0,0.0,0.0,-3380822640,849395439.6047,0.0,0.0,0.0,4625627478,19975780.2978,0.0,0.0,0.0,356454048.3999999,4130819168.0,0.0,0.0,0.0,-83037219950,24.403645391999998,0.0,0.0,0.0,-402.7248421999999,450.94,0.0,0.0,0.0,-1054,72,17,0,129494735.66499999,78059848.01999998,8.401675484544327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2003,526020,3307479655.5410004,899698299.0385,3307479655.5410004,899698299.0385,40804007.0017,4408954353.0,18.204667611,60691764513,87585040.94299997,44964513.817,21646095.19,1517496.0625,496872.75,481330.125,605051.875,89635711.26,189.82999999999996,128.71,1380.6,452.68,1072.3899999999999,174.98000000000002,33868504.589999996,4721743.27,11216978.760000004,12245737.65,4027518.3399999994,1656526.6599999997,176.67999999999998,854666.3125,1139191.4375,594.99,779.5699999999999,325.47999999999996,2861147.9499999997,44221458.91,47082606.84,102.98999999999998,1597.0100000000002,28.37,0.0,40885977.0,395.89,23.29000000000001,34204,0,0,6040267463.610001,680715.66754,659422.2712900001,828921.0688,1170892.8481700001,1560692.26945,38.86690000000001,24.940394626,0,0,0,30216.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,59161734,0.0,0.0,0.0,0.0,-36805671.5,0.0,0.0,0.0,0.0,-1034284.25,0.0,0.0,0.0,0.0,-81677350,0.0,0.0,0.0,0.0,-345.4404488,0.0,0.0,0.0,0.0,-374,3307479655.5410004,-39829109.51399999,-0.05265537199999999,1.7060491450000013,-3380822640,899698299.0385,50302859.433800004,0.703023019,82.81130381700001,4625627478,40804007.0017,20828226.707900003,1.94415819,487.481565576,356454048.3999999,4408954353.0,278135185.0,0.744843517,119.07503717600001,-83037219950,24.940394626,0.5367492340000001,0.42925344099999996,76.89130009700003,-402.7248421999999,395.89,-55.05,-1.241891852,12.220677309000006,-1054,72,17,0,131806499.853,78089963.50000001,8.078972055533058,17,17,0,17,0,0,17,0,0,17,0,0,0,17,0
10,1,2004,585900,3502730634.98,920578765.2535001,3502730634.98,920578765.2535001,41741430.23460001,4724686681.0,18.910688577,67637642111,97922944.25,50914549.75,24037533.75,1585799.5,552388.0,531777.75,675949.0,98810488.75,214.25000000000006,145.46999999999997,1540.0500000000002,495.90999999999997,1206.7,197.53,36967698.0,4873740.25,12360598.25,13398804.75,4499391.5,1835163.25,188.84999999999997,1006324.75,1341193.5,634.74,866.24,399.2,2813661.84,48891538.09,51705199.92,102.44999999999999,1797.55,36.910000000000004,0.0,43381759.0,478.96000000000004,25.26999999999999,38230,0,0,6283833285.6900015,734676.0400000002,707264.4075,899012.1699999999,1338411.9175,1783787.3549999997,49.0903,25.151215808999996,0,0,0,34238.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,66121938,0.0,0.0,0.0,0.0,-41135750.5,0.0,0.0,0.0,0.0,-1155964.75,0.0,0.0,0.0,0.0,-91286450,0.0,0.0,0.0,0.0,-386.08050160000005,0.0,0.0,0.0,0.0,-418,3502730634.98,184616285.43899998,0.661607437,74.899553848,-3778566480,920578765.2535001,19698359.215,-0.745194495,35.33125951,5169818946,41741430.23460001,842342.2329,-2.054324538,-28.776221814999992,398389818.7999999,4724686681.0,311677371.0,0.12505323699999998,37.573862944,-92806304650,25.151215808999996,-1.2083489409999997,-1.040294761,-72.63207693400001,-450.1042353999999,478.96000000000004,58.10000000000001,1.3090912959999998,175.59501200800003,-1178,77,19,0,146814482.34,85859236.09,8.449072071226784,38,38,0,38,0,0,38,0,0,38,0,0,0,38,0
10,1,2005,585900,3941129536.599,932184664.4198,3941129536.599,932184664.4198,42071693.597500004,4957758329.0,19.478497755,67637642111,100567564.0,52383755.0,24544620.0,1594399.0,554691.0,530321.0,680830.0,100237812.0,212.50000000000003,143.6,1543.7,484.5,1211.7,203.8,37139896.0,4833508.0,12474176.0,13399044.0,4555499.0,1877669.0,187.68,1062723.0,1418583.0,601.4,859.9,438.7,2545170.91,49744448.09,52289619.010000005,92.07,1807.9299999999998,44.75999999999999,2982342.400000001,43029797.0,492.53999999999996,24.50999999999999,38230,0,0,6395508244.080001,715551.3899999999,684114.0900000001,878270.7,1370912.6700000002,1829972.07,57.74039999999999,25.127262104,0,0,0,34238.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,66121938,0.0,0.0,0.0,0.0,-41135750.5,0.0,0.0,0.0,0.0,-1155964.75,0.0,0.0,0.0,0.0,-91286450,0.0,0.0,0.0,0.0,-386.08050160000005,0.0,0.0,0.0,0.0,-418,3941129536.599,438398901.61899996,2.3964168979999996,326.4397814689999,-3778566480,932184664.4198,11605899.166299999,3.176437112,889.070060118,5169818946,42071693.597500004,330263.36290000007,3.2391870299999996,1630.5182650400002,398389818.7999999,4957758329.0,233071648.0,2.827778352,380.753648557,-92806304650,25.127262104,-0.023953704999999992,-0.14883630199999992,-9.953167854999993,-450.1042353999999,492.53999999999996,13.579999999999998,-0.06274281099999988,24.620347783000003,-1178,77,19,0,150312012.09,86884344.09,8.136609731323295,57,57,0,57,0,0,57,0,0,57,0,0,0,57,0
10,1,2006,585900,4097836251.316,961125404.0390999,4097836251.316,961125404.0390999,43482195.502500005,5336016228.0,21.869183851,67637642111,103913270.0,54241704.0,25199643.0,1595156.0,549113.0,520618.0,675225.0,101947813.0,212.39999999999998,141.70000000000005,1545.8999999999999,471.09999999999997,1217.3999999999999,211.5,37284410.0,4788691.0,12615008.0,13360726.0,4608949.0,1911036.0,187.5,1120282.0,1491927.0,566.6999999999999,855.6999999999999,477.6,2305306.4000000004,50732792.410000004,53038098.83,82.11999999999999,1817.8799999999997,50.65999999999998,2982342.400000001,42677835.0,396.92,23.75,38230,0,0,6670020285.250001,686391.25,650772.5,844031.25,1400352.5,1864908.75,63.324999999999996,27.336479817000004,0,0,0,34238.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,66121938,0.0,0.0,0.0,0.0,-41135750.5,0.0,0.0,0.0,0.0,-1155964.75,0.0,0.0,0.0,0.0,-91286450,0.0,0.0,0.0,0.0,-386.08050160000005,0.0,0.0,0.0,0.0,-418,4097836251.316,156706714.717,0.821543517,96.79804428699997,-3778566480,961125404.0390999,28940739.619300004,1.332388254,156.07170422799996,5169818946,43482195.502500005,1410501.905,2.668714096,569.38537741,398389818.7999999,5336016228.0,378257899.0,3.4932163020000004,475.12954410599997,-92806304650,27.336479814000004,2.2092177099999994,2.073198108,306.52418637899996,-450.1042353999999,396.92,-95.61999999999996,-1.3358351709999996,-41.10057397600002,-1178,77,19,0,154646062.41,88017202.41,7.793349534540399,76,76,0,76,0,0,76,0,0,76,0,0,0,76,0
10,1,2007,585900,4274966973.689,986540677.836,4274966973.689,986540677.836,45212106.0642,5590787884.0,21.522110923,67637642111,104454631.0,54544678.0,25262919.0,1627283.0,575059.0,543900.0,711564.0,102527103.0,205.8,140.10000000000002,1554.1000000000001,465.79999999999995,1220.5,213.69999999999996,37539660.0,4762213.0,12646823.0,13476637.0,4673029.0,1980958.0,183.63,1173198.0,1581453.0,537.6999999999999,843.1999999999998,519.1,2312804.1899999995,51402398.93,53715203.07,80.55,1819.45,54.87999999999999,2982342.400000001,42325873.0,395.5499999999999,22.99000000000001,38230,0,0,6764853339.530001,695821.39,658119.0,860992.4400000001,1419569.58,1913558.1299999997,66.4048,26.041754214000004,0,0,0,34238.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,66121938,0.0,0.0,0.0,0.0,-41135750.5,0.0,0.0,0.0,0.0,-1155964.75,0.0,0.0,0.0,0.0,-91286450,0.0,0.0,0.0,0.0,-386.08050160000005,0.0,0.0,0.0,0.0,-418,4274966973.689,177130722.37299997,1.4500287139999999,177.281682304,-3778566480,986540677.836,25415273.796900004,0.9413661500000001,156.02556577399997,5169818946,45212106.0642,1729910.5616999997,0.9303150009999999,162.730602678,398389818.7999999,5590787884.0,254771656.0,0.8823582050000001,175.32881045599999,-92806304650,26.041754217,-1.2947255970000002,-1.1856111500000002,-75.670025214,-450.1042353999999,395.5499999999999,-1.370000000000001,0.01082016999999999,10.220102359000004,-1178,77,19,0,155857029.92999998,88942058.93,7.660930402604135,95,95,0,95,0,0,95,0,0,95,0,0,0,95,0
10,1,2008,585900,4418217527.841001,1013287491.199,4418217527.841001,1013287491.199,46280569.7703,6109707264.0,22.773992404000005,67637642111,105374827.0,55206918.0,25361230.0,1752487.0,594070.0,557428.0,735768.0,103432954.0,208.4,140.6,1550.6999999999998,462.3,1219.3999999999999,218.29999999999995,37858064.0,4842114.0,12848410.0,13470918.0,4714082.0,1982540.0,186.49000000000007,1220290.0,1641063.0,518.6,828.1999999999999,553.2,2983158.35,51500848.27,54484006.59000001,101.62000000000002,1798.38,63.779999999999994,2982342.400000001,41973911.0,395.35,22.230000000000004,38230,0,0,7148357499.359999,695061.9,652190.76,860848.5600000003,1427739.2999999998,1920043.7100000002,74.62260000000002,26.645571112999995,0,0,0,34238.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,66121938,0.0,0.0,0.0,0.0,-41135750.5,0.0,0.0,0.0,0.0,-1155964.75,0.0,0.0,0.0,0.0,-91286450,0.0,0.0,0.0,0.0,-386.08050160000005,0.0,0.0,0.0,0.0,-418,4418217527.841001,143250554.152,1.1252994840000001,117.75746359600001,-3778566480,1013287491.199,26746813.362999998,0.748859634,82.96940327499999,5169818946,46280569.7703,1068463.7060999998,0.80634016,91.81366178199998,398389818.7999999,6109707264.0,518919380.0,2.4841464079999995,277.363453522,-92806304650,26.645571112999992,0.603816896,0.720131315,85.94114977599997,-450.1042353999999,395.35,-0.1999999999999995,-0.05734929799999999,-4.738118632000003,-1178,77,19,0,156875675.27,89358912.27000001,7.515570275299477,114,114,0,114,0,0,114,0,0,114,0,0,0,114,0
10,1,2009,623960,4298101106.783001,1020099342.5569998,4298101106.783001,1020099342.5569998,46784198.8894,6304336288.0,24.716609884000004,70607244291,110989919.0,57663772.0,27599157.0,1808207.0,594507.0,558924.0,743119.0,108950908.0,241.20000000000005,156.8,1602.3,486.69999999999993,1282.6999999999998,230.60000000000002,39390296.0,4996193.0,13477447.0,14043698.0,4831817.0,2041141.0,195.16,1229549.0,1653027.0,577.6,876.1,546.3,5030926.75,51606428.09,56637354.839999996,174.88,1825.12,49.26999999999999,3143763.2000000007,43154664.0,410.62,23.400000000000006,40242,0,0,7376073456.9,695573.19,653941.0800000001,869449.23,1438572.33,1934041.5899999999,57.64589999999998,28.918433566999994,0,0,0,36252.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4298101106.783001,-131464762.05800001,-0.22934263800000007,-12.995701911000001,-3977438400,1020099342.5569998,4140319.3580000014,0.777096003,113.55470758099999,5441914680,46784198.8894,316818.1191,0.720914046,105.77307328699999,419357703.9999999,6304336288.0,191257921.0,1.4138594690000004,156.78341260900004,-97690847000,28.918433566999994,1.925305881,1.6432021179999998,177.62360270200008,-473.79393199999987,410.62,0.97,0.05641933400000001,6.339301016,-1240,81,20,0,162596347.08999997,90996724.09,7.687375349189512,140,140,0,140,0,0,140,0,0,140,0,0,0,140,0
