,record,lma_title,Area_Code,Series ID,Month-Year,Total_Labor
213,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000006,"Mar
2002",1219279.0
214,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000006,"Mar
2002",91112.0
215,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000006,"Mar
2002",238154.0
216,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000006,"Mar
2002",248662.0
217,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000006,"Mar
2002",46461.0
218,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000006,"Mar
2002",146635.0
219,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000006,"Mar
2002",71558.0
220,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000006,"Mar
2002",263174.0
221,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000006,"Mar
2002",95686.0
222,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000006,"Mar
2002",4709253.0
223,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000006,"Mar
2002",196574.0
224,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000006,"Mar
2002",51705.0
225,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000006,"Mar
2002",182791.0
226,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000006,"Mar
2002",163457.0
227,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000006,"Mar
2002",1423561.0
228,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000006,"Mar
2002",110901.0
229,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000006,"Mar
2002",76782.0
230,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000006,"Mar
2002",1045187.0
231,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000006,"Mar
2002",92983.0
232,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000006,"Mar
2002",158534.0
233,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000006,"Mar
2002",207470.0
234,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000006,"Mar
2002",40879.0
235,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000006,"Mar
2002",96352.0
236,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000006,"Mar
2002",60184.0
237,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000006,"Mar
2002",81600.0
238,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000006,"Mar
2002",48517.0
239,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000006,"Mar
2002",140999.0
240,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000006,"Mar
2002",287857.0
241,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000006,"Mar
2002",84601.0
242,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000006,"Mar
2002",59346.0
243,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000006,"Mar
2002",121071.0
244,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000006,"Mar
2002",306426.0
245,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000006,"Mar
2002",61267.0
246,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000006,"Mar
2002",224278.0
247,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000006,"Mar
2002",328620.0
248,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000006,"Mar
2002",194168.0
249,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000006,"Mar
2002",184711.0
250,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000006,"Mar
2002",187001.0
251,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000006,"Mar
2002",2479112.0
252,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000006,"Mar
2002",55224.0
253,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000006,"Mar
2002",506833.0
254,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000006,"Mar
2002",78547.0
255,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000006,"Mar
2002",170982.0
256,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000006,"Mar
2002",248473.0
257,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000006,"Mar
2002",79858.0
258,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000006,"Mar
2002",141761.0
259,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000006,"Mar
2002",103331.0
260,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000006,"Mar
2002",74383.0
261,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000006,"Mar
2002",110396.0
262,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000006,"Mar
2002",168307.0
263,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000006,"Mar
2002",259900.0
264,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000006,"Mar
2002",82763.0
265,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000006,"Mar
2002",204159.0
266,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000006,"Mar
2002",80232.0
267,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000006,"Mar
2002",38618.0
268,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000006,"Mar
2002",56549.0
269,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000006,"Mar
2002",159712.0
270,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000006,"Mar
2002",107690.0
271,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000006,"Mar
2002",374948.0
272,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000006,"Mar
2002",70644.0
273,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000006,"Mar
2002",965677.0
274,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000006,"Mar
2002",242912.0
275,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000006,"Mar
2002",135881.0
276,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000006,"Mar
2002",355559.0
277,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000006,"Mar
2002",184496.0
278,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000006,"Mar
2002",467361.0
279,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000006,"Mar
2002",307951.0
280,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000006,"Mar
2002",207984.0
281,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000006,"Mar
2002",933730.0
282,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000006,"Mar
2002",564922.0
283,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000006,"Mar
2002",447222.0
284,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000006,"Mar
2002",41983.0
285,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000006,"Mar
2002",91382.0
286,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000006,"Mar
2002",176535.0
287,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000006,"Mar
2002",274301.0
288,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000006,"Mar
2002",66720.0
289,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000006,"Mar
2002",211655.0
290,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000006,"Mar
2002",263349.0
291,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000006,"Mar
2002",327887.0
292,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000006,"Mar
2002",366470.0
293,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000006,"Mar
2002",42347.0
294,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000006,"Mar
2002",113922.0
295,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000006,"Mar
2002",61291.0
296,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000006,"Mar
2002",390828.0
297,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000006,"Mar
2002",758782.0
298,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000006,"Mar
2002",755909.0
299,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000006,"Mar
2002",183233.0
300,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000006,"Mar
2002",137013.0
301,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000006,"Mar
2002",98376.0
302,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000006,"Mar
2002",139052.0
303,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000006,"Mar
2002",76807.0
304,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000006,"Mar
2002",138843.0
305,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000006,"Mar
2002",53173.0
306,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000006,"Mar
2002",846826.0
307,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000006,"Mar
2002",113149.0
308,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000006,"Mar
2002",516618.0
309,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000006,"Mar
2002",111671.0
310,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000006,"Mar
2002",82189.0
311,4376,"Harrisonburg, VA Metropolitan Statistical Area",LAUMT5125500000000,LAUMT512550000000006,"Mar
2002",57779.0
312,4388,"Lynchburg, VA Metropolitan Statistical Area",LAUMT5131340000000,LAUMT513134000000006,"Mar
2002",113235.0
313,4407,"Richmond, VA Metropolitan Statistical Area",LAUMT5140060000000,LAUMT514006000000006,"Mar
2002",563713.0
314,4424,"Roanoke, VA Metropolitan Statistical Area",LAUMT5140220000000,LAUMT514022000000006,"Mar
2002",152139.0
315,4478,"Bellingham, WA Metropolitan Statistical Area",LAUMT5313380000000,LAUMT531338000000006,"Mar
2002",90045.0
316,4479,"Bremerton-Silverdale, WA Metropolitan Statistical Area",LAUMT5314740000000,LAUMT531474000000006,"Mar
2002",109197.0
317,4485,"Kennewick-Richland, WA Metropolitan Statistical Area",LAUMT5328420000000,LAUMT532842000000006,"Mar
2002",101233.0
318,4490,"Longview, WA Metropolitan Statistical Area",LAUMT5331020000000,LAUMT533102000000006,"Mar
2002",42046.0
319,4492,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",LAUMT5334580000000,LAUMT533458000000006,"Mar
2002",51652.0
320,4495,"Olympia-Tumwater, WA Metropolitan Statistical Area",LAUMT5336500000000,LAUMT533650000000006,"Mar
2002",110818.0
321,4503,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",LAUMT5342660000000,LAUMT534266000000006,"Mar
2002",1667434.0
322,4507,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",LAUMT5344060000000,LAUMT534406000000006,"Mar
2002",233147.0
323,4513,"Wenatchee, WA Metropolitan Statistical Area",LAUMT5348300000000,LAUMT534830000000006,"Mar
2002",49988.0
324,4515,"Yakima, WA Metropolitan Statistical Area",LAUMT5349420000000,LAUMT534942000000006,"Mar
2002",106617.0
325,4572,"Appleton, WI Metropolitan Statistical Area",LAUMT5511540000000,LAUMT551154000000006,"Mar
2002",118780.0
326,4586,"Eau Claire, WI Metropolitan Statistical Area",LAUMT5520740000000,LAUMT552074000000006,"Mar
2002",84519.0
327,4591,"Green Bay, WI Metropolitan Statistical Area",LAUMT5524580000000,LAUMT552458000000006,"Mar
2002",164341.0
328,4602,"Madison, WI Metropolitan Statistical Area",LAUMT5531540000000,LAUMT553154000000006,"Mar
2002",338787.0
329,4619,"Oshkosh-Neenah, WI Metropolitan Statistical Area",LAUMT5536780000000,LAUMT553678000000006,"Mar
2002",91770.0
330,4624,"Racine, WI Metropolitan Statistical Area",LAUMT5539540000000,LAUMT553954000000006,"Mar
2002",99430.0
331,4630,"Sheboygan, WI Metropolitan Statistical Area",LAUMT5543100000000,LAUMT554310000000006,"Mar
2002",63408.0
332,6,"Birmingham-Hoover, AL Metropolitan Statistical Area",LAUMT0113820000000,LAUMT011382000000006,"Apr
2002",519524.0
333,40,"Huntsville, AL Metropolitan Statistical Area",LAUMT0126620000000,LAUMT012662000000006,"Apr
2002",180735.0
334,46,"Mobile, AL Metropolitan Statistical Area",LAUMT0133660000000,LAUMT013366000000006,"Apr
2002",180376.0
335,48,"Montgomery, AL Metropolitan Statistical Area",LAUMT0133860000000,LAUMT013386000000006,"Apr
2002",160643.0
336,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000006,"Apr
2002",172899.0
337,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000006,"Apr
2002",65121.0
338,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000006,"Apr
2002",311892.0
339,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000006,"Apr
2002",302463.0
340,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000006,"Apr
2002",97667.0
341,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000006,"Apr
2002",56766.0
342,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000006,"Apr
2002",51069.0
343,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000006,"Apr
2002",6266811.0
344,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000006,"Apr
2002",94738.0
345,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000006,"Apr
2002",214808.0
346,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000006,"Apr
2002",70884.0
347,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000006,"Apr
2002",406682.0
348,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000006,"Apr
2002",79684.0
349,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000006,"Apr
2002",210662.0
350,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000006,"Apr
2002",2239335.0
351,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000006,"Apr
2002",148318.0
352,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000006,"Apr
2002",206341.0
353,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000006,"Apr
2002",255761.0
354,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000006,"Apr
2002",270236.0
355,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000006,"Apr
2002",200830.0
356,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000006,"Apr
2002",63190.0
357,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000006,"Apr
2002",283702.0
358,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000006,"Apr
2002",152417.0
359,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000006,"Apr
2002",365511.0
360,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000006,"Apr
2002",2887712.0
361,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000006,"Apr
2002",2756750.0
362,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000006,"Apr
2002",225509.0
363,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000006,"Apr
2002",107062.0
364,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000006,"Apr
2002",242151.0
365,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000006,"Apr
2002",124511.0
366,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000006,"Apr
2002",592914.0
367,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000006,"Apr
2002",235313.0
368,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000006,"Apr
2002",2549532.0
369,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000006,"Apr
2002",129381.0
370,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000006,"Apr
2002",289776.0
371,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000006,"Apr
2002",111343.0
372,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000006,"Apr
2002",904747.0
373,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000006,"Apr
2002",235047.0
374,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000006,"Apr
2002",78785.0
